name,cat,selfupdating,arguments
citrix-workspace-ltsr,work,no
microsoft-teams.install,work

virtualbox,nerd
putty.install,nerd,no
termite,nerd,no
etcher,nerd
powershell-core,nerd,no,"ADD_EXPLORER_CONTEXT_MENU_OPENPOWERSHELL=1 ADD_FILE_CONTEXT_MENU_RUNPOWERSHELL=1"
speccy,nerd
mremoteng,nerd,no
tightvnc,nerd,no,"ADDLOCAL=Viewer"
teamviewer,nerd
openhardwaremonitor,nerd,no
winbox,nerd,no
orca,nerd,no

filezilla,dev
git,dev
vscode,dev,yes
notepadplusplus,dev
python,dev,no

googlechrome,office,yes
firefox,office,yes
paint.net,office,optional
sumatrapdf.install,office,no
winrar,office,no
ccleaner,office
k-litecodecpackfull,office
libreoffice-still,office
keepass,office
naps2.install,office
dropbox,office,yes
google-backup-and-sync,office,
cdburnerxp,office,no
thunderbird,office,yes
windscribe,office,no
picotorrent.install,office,no
eset-nod32-antivirus,office,yes